Attribute,Attribute,ISBLANK,Description,Value,Missing_value,Meaning
KBA13_KW_121,KBA13_KW_121,0,share of cars with an engine power more than 120 KW - PLZ8,-1,[-1],unknown
,KBA13_KW_121,1,share of cars with an engine power more than 120 KW - PLZ8,0,[-1],none
,KBA13_KW_121,1,share of cars with an engine power more than 120 KW - PLZ8,1,[-1],very low
,KBA13_KW_121,1,share of cars with an engine power more than 120 KW - PLZ8,2,[-1],low
,KBA13_KW_121,1,share of cars with an engine power more than 120 KW - PLZ8,3,[-1],average
,KBA13_KW_121,1,share of cars with an engine power more than 120 KW - PLZ8,4,[-1],high
,KBA13_KW_121,1,share of cars with an engine power more than 120 KW - PLZ8,5,[-1],very high
KBA13_MAZDA,KBA13_MAZDA,0,share of MAZDA within the PLZ8,-1,[-1],unknown
,KBA13_MAZDA,1,share of MAZDA within the PLZ8,0,[-1],none
,KBA13_MAZDA,1,share of MAZDA within the PLZ8,1,[-1],very low
,KBA13_MAZDA,1,share of MAZDA within the PLZ8,2,[-1],low
,KBA13_MAZDA,1,share of MAZDA within the PLZ8,3,[-1],average
,KBA13_MAZDA,1,share of MAZDA within the PLZ8,4,[-1],high
,KBA13_MAZDA,1,share of MAZDA within the PLZ8,5,[-1],very high
KBA13_MERCEDES,KBA13_MERCEDES,0,share of MERCEDES within the PLZ8,-1,[-1],unknown
,KBA13_MERCEDES,1,share of MERCEDES within the PLZ8,0,[-1],none
,KBA13_MERCEDES,1,share of MERCEDES within the PLZ8,1,[-1],very low
,KBA13_MERCEDES,1,share of MERCEDES within the PLZ8,2,[-1],low
,KBA13_MERCEDES,1,share of MERCEDES within the PLZ8,3,[-1],average
,KBA13_MERCEDES,1,share of MERCEDES within the PLZ8,4,[-1],high
,KBA13_MERCEDES,1,share of MERCEDES within the PLZ8,5,[-1],very high
KBA13_MOTOR,KBA13_MOTOR,0,most common motor size within the PLZ8,-1,[-1],unknown
,KBA13_MOTOR,1,most common motor size within the PLZ8,0,[-1],none
,KBA13_MOTOR,1,most common motor size within the PLZ8,1,[-1],mainly small engines
,KBA13_MOTOR,1,most common motor size within the PLZ8,2,[-1],mainly medium sized engines
,KBA13_MOTOR,1,most common motor size within the PLZ8,3,[-1],mainly high engines
,KBA13_MOTOR,1,most common motor size within the PLZ8,4,[-1],mainly very big engines
KBA13_NISSAN,KBA13_NISSAN,0,share of NISSAN within the PLZ8,-1,[-1],unknown
,KBA13_NISSAN,1,share of NISSAN within the PLZ8,0,[-1],none
,KBA13_NISSAN,1,share of NISSAN within the PLZ8,1,[-1],very low
,KBA13_NISSAN,1,share of NISSAN within the PLZ8,2,[-1],low
,KBA13_NISSAN,1,share of NISSAN within the PLZ8,3,[-1],average
,KBA13_NISSAN,1,share of NISSAN within the PLZ8,4,[-1],high
,KBA13_NISSAN,1,share of NISSAN within the PLZ8,5,[-1],very high
KBA13_OPEL,KBA13_OPEL,0,share of OPEL within the PLZ8,-1,[-1],unknown
,KBA13_OPEL,1,share of OPEL within the PLZ8,0,[-1],none
,KBA13_OPEL,1,share of OPEL within the PLZ8,1,[-1],very low
,KBA13_OPEL,1,share of OPEL within the PLZ8,2,[-1],low
,KBA13_OPEL,1,share of OPEL within the PLZ8,3,[-1],average
,KBA13_OPEL,1,share of OPEL within the PLZ8,4,[-1],high
,KBA13_OPEL,1,share of OPEL within the PLZ8,5,[-1],very high
KBA13_PEUGEOT,KBA13_PEUGEOT,0,share of PEUGEOT within the PLZ8,-1,[-1],unknown
,KBA13_PEUGEOT,1,share of PEUGEOT within the PLZ8,0,[-1],none
,KBA13_PEUGEOT,1,share of PEUGEOT within the PLZ8,1,[-1],very low
,KBA13_PEUGEOT,1,share of PEUGEOT within the PLZ8,2,[-1],low
,KBA13_PEUGEOT,1,share of PEUGEOT within the PLZ8,3,[-1],average
,KBA13_PEUGEOT,1,share of PEUGEOT within the PLZ8,4,[-1],high
,KBA13_PEUGEOT,1,share of PEUGEOT within the PLZ8,5,[-1],very high
KBA13_RENAULT,KBA13_RENAULT,0,share of RENAULT within the PLZ8,-1,[-1],unknown
,KBA13_RENAULT,1,share of RENAULT within the PLZ8,0,[-1],none
,KBA13_RENAULT,1,share of RENAULT within the PLZ8,1,[-1],very low
,KBA13_RENAULT,1,share of RENAULT within the PLZ8,2,[-1],low
,KBA13_RENAULT,1,share of RENAULT within the PLZ8,3,[-1],average
,KBA13_RENAULT,1,share of RENAULT within the PLZ8,4,[-1],high
,KBA13_RENAULT,1,share of RENAULT within the PLZ8,5,[-1],very high
KBA13_SEG_GELAENDEWAGEN,KBA13_SEG_GELAENDEWAGEN,0,share of allterrain within the PLZ8,-1,[-1],unknown
,KBA13_SEG_GELAENDEWAGEN,1,share of allterrain within the PLZ8,0,[-1],none
,KBA13_SEG_GELAENDEWAGEN,1,share of allterrain within the PLZ8,1,[-1],very low
,KBA13_SEG_GELAENDEWAGEN,1,share of allterrain within the PLZ8,2,[-1],low
,KBA13_SEG_GELAENDEWAGEN,1,share of allterrain within the PLZ8,3,[-1],average
,KBA13_SEG_GELAENDEWAGEN,1,share of allterrain within the PLZ8,4,[-1],high
,KBA13_SEG_GELAENDEWAGEN,1,share of allterrain within the PLZ8,5,[-1],very high
KBA13_SEG_GROSSRAUMVANS,KBA13_SEG_GROSSRAUMVANS,0,share of big sized vans within the PLZ8,-1,[-1],unknown
,KBA13_SEG_GROSSRAUMVANS,1,share of big sized vans within the PLZ8,0,[-1],none
,KBA13_SEG_GROSSRAUMVANS,1,share of big sized vans within the PLZ8,1,[-1],very low
,KBA13_SEG_GROSSRAUMVANS,1,share of big sized vans within the PLZ8,2,[-1],low
,KBA13_SEG_GROSSRAUMVANS,1,share of big sized vans within the PLZ8,3,[-1],average
,KBA13_SEG_GROSSRAUMVANS,1,share of big sized vans within the PLZ8,4,[-1],high
,KBA13_SEG_GROSSRAUMVANS,1,share of big sized vans within the PLZ8,5,[-1],very high
KBA13_SEG_KLEINST,KBA13_SEG_KLEINST,0,share of very small cars (Ford Ka etc.) in the PLZ8,-1,[-1],unknown
,KBA13_SEG_KLEINST,1,share of very small cars (Ford Ka etc.) in the PLZ8,0,[-1],none
,KBA13_SEG_KLEINST,1,share of very small cars (Ford Ka etc.) in the PLZ8,1,[-1],very low
,KBA13_SEG_KLEINST,1,share of very small cars (Ford Ka etc.) in the PLZ8,2,[-1],low
,KBA13_SEG_KLEINST,1,share of very small cars (Ford Ka etc.) in the PLZ8,3,[-1],average
,KBA13_SEG_KLEINST,1,share of very small cars (Ford Ka etc.) in the PLZ8,4,[-1],high
,KBA13_SEG_KLEINST,1,share of very small cars (Ford Ka etc.) in the PLZ8,5,[-1],very high
KBA13_SEG_KLEINWAGEN,KBA13_SEG_KLEINWAGEN,0,"share of small and very small cars (Ford Fiesta, Ford Ka etc.) in the PLZ8",-1,[-1],unknown
,KBA13_SEG_KLEINWAGEN,1,"share of small and very small cars (Ford Fiesta, Ford Ka etc.) in the PLZ8",0,[-1],none
,KBA13_SEG_KLEINWAGEN,1,"share of small and very small cars (Ford Fiesta, Ford Ka etc.) in the PLZ8",1,[-1],very low
,KBA13_SEG_KLEINWAGEN,1,"share of small and very small cars (Ford Fiesta, Ford Ka etc.) in the PLZ8",2,[-1],low
,KBA13_SEG_KLEINWAGEN,1,"share of small and very small cars (Ford Fiesta, Ford Ka etc.) in the PLZ8",3,[-1],average
,KBA13_SEG_KLEINWAGEN,1,"share of small and very small cars (Ford Fiesta, Ford Ka etc.) in the PLZ8",4,[-1],high
,KBA13_SEG_KLEINWAGEN,1,"share of small and very small cars (Ford Fiesta, Ford Ka etc.) in the PLZ8",5,[-1],very high
KBA13_SEG_KOMPAKTKLASSE,KBA13_SEG_KOMPAKTKLASSE,0,share of lowe midclass cars (Ford Focus etc.) in the PLZ8,-1,[-1],unknown
,KBA13_SEG_KOMPAKTKLASSE,1,share of lowe midclass cars (Ford Focus etc.) in the PLZ8,0,[-1],none
,KBA13_SEG_KOMPAKTKLASSE,1,share of lowe midclass cars (Ford Focus etc.) in the PLZ8,1,[-1],very low
,KBA13_SEG_KOMPAKTKLASSE,1,share of lowe midclass cars (Ford Focus etc.) in the PLZ8,2,[-1],low
,KBA13_SEG_KOMPAKTKLASSE,1,share of lowe midclass cars (Ford Focus etc.) in the PLZ8,3,[-1],average
,KBA13_SEG_KOMPAKTKLASSE,1,share of lowe midclass cars (Ford Focus etc.) in the PLZ8,4,[-1],high
,KBA13_SEG_KOMPAKTKLASSE,1,share of lowe midclass cars (Ford Focus etc.) in the PLZ8,5,[-1],very high
KBA13_SEG_MINIVANS,KBA13_SEG_MINIVANS,0,share of minivans within the PLZ8,-1,[-1],unknown
,KBA13_SEG_MINIVANS,1,share of minivans within the PLZ8,0,[-1],none
,KBA13_SEG_MINIVANS,1,share of minivans within the PLZ8,1,[-1],very low
,KBA13_SEG_MINIVANS,1,share of minivans within the PLZ8,2,[-1],low
,KBA13_SEG_MINIVANS,1,share of minivans within the PLZ8,3,[-1],average
,KBA13_SEG_MINIVANS,1,share of minivans within the PLZ8,4,[-1],high
,KBA13_SEG_MINIVANS,1,share of minivans within the PLZ8,5,[-1],very high
KBA13_SEG_MINIWAGEN,KBA13_SEG_MINIWAGEN,0,share of minicars within the PLZ8,-1,[-1],unknown
,KBA13_SEG_MINIWAGEN,1,share of minicars within the PLZ8,0,[-1],none
,KBA13_SEG_MINIWAGEN,1,share of minicars within the PLZ8,1,[-1],very low
,KBA13_SEG_MINIWAGEN,1,share of minicars within the PLZ8,2,[-1],low
,KBA13_SEG_MINIWAGEN,1,share of minicars within the PLZ8,3,[-1],average
,KBA13_SEG_MINIWAGEN,1,share of minicars within the PLZ8,4,[-1],high
,KBA13_SEG_MINIWAGEN,1,share of minicars within the PLZ8,5,[-1],very high
KBA13_SEG_MITTELKLASSE,KBA13_SEG_MITTELKLASSE,0,share of middle class cars (Ford Mondeo etc.) in the PLZ8,-1,[-1],unknown
,KBA13_SEG_MITTELKLASSE,1,share of middle class cars (Ford Mondeo etc.) in the PLZ8,0,[-1],none
,KBA13_SEG_MITTELKLASSE,1,share of middle class cars (Ford Mondeo etc.) in the PLZ8,1,[-1],very low
,KBA13_SEG_MITTELKLASSE,1,share of middle class cars (Ford Mondeo etc.) in the PLZ8,2,[-1],low
,KBA13_SEG_MITTELKLASSE,1,share of middle class cars (Ford Mondeo etc.) in the PLZ8,3,[-1],average
,KBA13_SEG_MITTELKLASSE,1,share of middle class cars (Ford Mondeo etc.) in the PLZ8,4,[-1],high
,KBA13_SEG_MITTELKLASSE,1,share of middle class cars (Ford Mondeo etc.) in the PLZ8,5,[-1],very high
KBA13_SEG_OBEREMITTELKLASSE,KBA13_SEG_OBEREMITTELKLASSE,0,"share of upper middle class cars and upper class cars (BMW5er, BMW7er etc.)",-1,[-1],unknown
,KBA13_SEG_OBEREMITTELKLASSE,1,"share of upper middle class cars and upper class cars (BMW5er, BMW7er etc.)",0,[-1],none
,KBA13_SEG_OBEREMITTELKLASSE,1,"share of upper middle class cars and upper class cars (BMW5er, BMW7er etc.)",1,[-1],very low
,KBA13_SEG_OBEREMITTELKLASSE,1,"share of upper middle class cars and upper class cars (BMW5er, BMW7er etc.)",2,[-1],low
,KBA13_SEG_OBEREMITTELKLASSE,1,"share of upper middle class cars and upper class cars (BMW5er, BMW7er etc.)",3,[-1],average
,KBA13_SEG_OBEREMITTELKLASSE,1,"share of upper middle class cars and upper class cars (BMW5er, BMW7er etc.)",4,[-1],high
,KBA13_SEG_OBEREMITTELKLASSE,1,"share of upper middle class cars and upper class cars (BMW5er, BMW7er etc.)",5,[-1],very high
KBA13_SEG_OBERKLASSE,KBA13_SEG_OBERKLASSE,0,share of upper class cars (BMW 7er etc.) in the PLZ8,-1,[-1],unknown
,KBA13_SEG_OBERKLASSE,1,share of upper class cars (BMW 7er etc.) in the PLZ8,0,[-1],none
,KBA13_SEG_OBERKLASSE,1,share of upper class cars (BMW 7er etc.) in the PLZ8,1,[-1],very low
,KBA13_SEG_OBERKLASSE,1,share of upper class cars (BMW 7er etc.) in the PLZ8,2,[-1],low
,KBA13_SEG_OBERKLASSE,1,share of upper class cars (BMW 7er etc.) in the PLZ8,3,[-1],average
,KBA13_SEG_OBERKLASSE,1,share of upper class cars (BMW 7er etc.) in the PLZ8,4,[-1],high
,KBA13_SEG_OBERKLASSE,1,share of upper class cars (BMW 7er etc.) in the PLZ8,5,[-1],very high
KBA13_SEG_SONSTIGE,KBA13_SEG_SONSTIGE,0,share of other cars within the PLZ8,-1,[-1],unknown
,KBA13_SEG_SONSTIGE,1,share of other cars within the PLZ8,0,[-1],none
,KBA13_SEG_SONSTIGE,1,share of other cars within the PLZ8,1,[-1],very low
,KBA13_SEG_SONSTIGE,1,share of other cars within the PLZ8,2,[-1],low
,KBA13_SEG_SONSTIGE,1,share of other cars within the PLZ8,3,[-1],average
,KBA13_SEG_SONSTIGE,1,share of other cars within the PLZ8,4,[-1],high
,KBA13_SEG_SONSTIGE,1,share of other cars within the PLZ8,5,[-1],very high
KBA13_SEG_SPORTWAGEN,KBA13_SEG_SPORTWAGEN,0,share of sportscars within the PLZ8,-1,[-1],unknown
,KBA13_SEG_SPORTWAGEN,1,share of sportscars within the PLZ8,0,[-1],none
,KBA13_SEG_SPORTWAGEN,1,share of sportscars within the PLZ8,1,[-1],very low
,KBA13_SEG_SPORTWAGEN,1,share of sportscars within the PLZ8,2,[-1],low
,KBA13_SEG_SPORTWAGEN,1,share of sportscars within the PLZ8,3,[-1],average
,KBA13_SEG_SPORTWAGEN,1,share of sportscars within the PLZ8,4,[-1],high
,KBA13_SEG_SPORTWAGEN,1,share of sportscars within the PLZ8,5,[-1],very high
KBA13_SEG_UTILITIES,KBA13_SEG_UTILITIES,0,share of MUVs/SUVs within the PLZ8,-1,[-1],unknown
,KBA13_SEG_UTILITIES,1,share of MUVs/SUVs within the PLZ8,0,[-1],none
,KBA13_SEG_UTILITIES,1,share of MUVs/SUVs within the PLZ8,1,[-1],very low
,KBA13_SEG_UTILITIES,1,share of MUVs/SUVs within the PLZ8,2,[-1],low
,KBA13_SEG_UTILITIES,1,share of MUVs/SUVs within the PLZ8,3,[-1],average
,KBA13_SEG_UTILITIES,1,share of MUVs/SUVs within the PLZ8,4,[-1],high
,KBA13_SEG_UTILITIES,1,share of MUVs/SUVs within the PLZ8,5,[-1],very high
KBA13_SEG_VAN,KBA13_SEG_VAN,0,share of vans within the PLZ8,-1,[-1],unknown
,KBA13_SEG_VAN,1,share of vans within the PLZ8,0,[-1],none
,KBA13_SEG_VAN,1,share of vans within the PLZ8,1,[-1],very low
,KBA13_SEG_VAN,1,share of vans within the PLZ8,2,[-1],low
,KBA13_SEG_VAN,1,share of vans within the PLZ8,3,[-1],average
,KBA13_SEG_VAN,1,share of vans within the PLZ8,4,[-1],high
,KBA13_SEG_VAN,1,share of vans within the PLZ8,5,[-1],very high
KBA13_SEG_WOHNMOBILE,KBA13_SEG_WOHNMOBILE,0,share of roadmobiles within the PLZ8,-1,[-1],unknown
,KBA13_SEG_WOHNMOBILE,1,share of roadmobiles within the PLZ8,0,[-1],none
,KBA13_SEG_WOHNMOBILE,1,share of roadmobiles within the PLZ8,1,[-1],very low
,KBA13_SEG_WOHNMOBILE,1,share of roadmobiles within the PLZ8,2,[-1],low
,KBA13_SEG_WOHNMOBILE,1,share of roadmobiles within the PLZ8,3,[-1],average
,KBA13_SEG_WOHNMOBILE,1,share of roadmobiles within the PLZ8,4,[-1],high
,KBA13_SEG_WOHNMOBILE,1,share of roadmobiles within the PLZ8,5,[-1],very high
KBA13_SITZE_4,KBA13_SITZE_4,0,number of cars with less than 5 seats in the PLZ8,-1,[-1],unknown
,KBA13_SITZE_4,1,number of cars with less than 5 seats in the PLZ8,0,[-1],none
,KBA13_SITZE_4,1,number of cars with less than 5 seats in the PLZ8,1,[-1],very low
,KBA13_SITZE_4,1,number of cars with less than 5 seats in the PLZ8,2,[-1],low
,KBA13_SITZE_4,1,number of cars with less than 5 seats in the PLZ8,3,[-1],average
,KBA13_SITZE_4,1,number of cars with less than 5 seats in the PLZ8,4,[-1],high
,KBA13_SITZE_4,1,number of cars with less than 5 seats in the PLZ8,5,[-1],very high
KBA13_SITZE_5,KBA13_SITZE_5,0,number of cars with 5 seats in the PLZ8,-1,[-1],unknown
,KBA13_SITZE_5,1,number of cars with 5 seats in the PLZ8,0,[-1],none
,KBA13_SITZE_5,1,number of cars with 5 seats in the PLZ8,1,[-1],very low
,KBA13_SITZE_5,1,number of cars with 5 seats in the PLZ8,2,[-1],low
,KBA13_SITZE_5,1,number of cars with 5 seats in the PLZ8,3,[-1],average
,KBA13_SITZE_5,1,number of cars with 5 seats in the PLZ8,4,[-1],high
,KBA13_SITZE_5,1,number of cars with 5 seats in the PLZ8,5,[-1],very high
KBA13_SITZE_6,KBA13_SITZE_6,0,number of cars with more than 5 seats in the PLZ8,-1,[-1],unknown
,KBA13_SITZE_6,1,number of cars with more than 5 seats in the PLZ8,0,[-1],none
,KBA13_SITZE_6,1,number of cars with more than 5 seats in the PLZ8,1,[-1],very low
,KBA13_SITZE_6,1,number of cars with more than 5 seats in the PLZ8,2,[-1],low
,KBA13_SITZE_6,1,number of cars with more than 5 seats in the PLZ8,3,[-1],average
,KBA13_SITZE_6,1,number of cars with more than 5 seats in the PLZ8,4,[-1],high
,KBA13_SITZE_6,1,number of cars with more than 5 seats in the PLZ8,5,[-1],very high
KBA13_TOYOTA,KBA13_TOYOTA,0,share of TOYOTA within the PLZ8,-1,[-1],unknown
,KBA13_TOYOTA,1,share of TOYOTA within the PLZ8,0,[-1],none
,KBA13_TOYOTA,1,share of TOYOTA within the PLZ8,1,[-1],very low
,KBA13_TOYOTA,1,share of TOYOTA within the PLZ8,2,[-1],low
,KBA13_TOYOTA,1,share of TOYOTA within the PLZ8,3,[-1],average
,KBA13_TOYOTA,1,share of TOYOTA within the PLZ8,4,[-1],high
,KBA13_TOYOTA,1,share of TOYOTA within the PLZ8,5,[-1],very high
KBA13_VORB_0,KBA13_VORB_0,0,share of cars with no preowner - PLZ8,-1,[-1],unknown
,KBA13_VORB_0,1,share of cars with no preowner - PLZ8,0,[-1],none
,KBA13_VORB_0,1,share of cars with no preowner - PLZ8,1,[-1],very low
,KBA13_VORB_0,1,share of cars with no preowner - PLZ8,2,[-1],low
,KBA13_VORB_0,1,share of cars with no preowner - PLZ8,3,[-1],average
,KBA13_VORB_0,1,share of cars with no preowner - PLZ8,4,[-1],high
,KBA13_VORB_0,1,share of cars with no preowner - PLZ8,5,[-1],very high
KBA13_VORB_1,KBA13_VORB_1,0,share of cars with 1 preowner - PLZ8,-1,[-1],unknown
,KBA13_VORB_1,1,share of cars with 1 preowner - PLZ8,0,[-1],none
,KBA13_VORB_1,1,share of cars with 1 preowner - PLZ8,1,[-1],very low
,KBA13_VORB_1,1,share of cars with 1 preowner - PLZ8,2,[-1],low
,KBA13_VORB_1,1,share of cars with 1 preowner - PLZ8,3,[-1],average
,KBA13_VORB_1,1,share of cars with 1 preowner - PLZ8,4,[-1],high
,KBA13_VORB_1,1,share of cars with 1 preowner - PLZ8,5,[-1],very high
KBA13_VORB_1_2,KBA13_VORB_1_2,0,share of cars with 1 or 2 preowner - PLZ8,-1,[-1],unknown
,KBA13_VORB_1_2,1,share of cars with 1 or 2 preowner - PLZ8,0,[-1],none
,KBA13_VORB_1_2,1,share of cars with 1 or 2 preowner - PLZ8,1,[-1],very low
,KBA13_VORB_1_2,1,share of cars with 1 or 2 preowner - PLZ8,2,[-1],low
,KBA13_VORB_1_2,1,share of cars with 1 or 2 preowner - PLZ8,3,[-1],average
,KBA13_VORB_1_2,1,share of cars with 1 or 2 preowner - PLZ8,4,[-1],high
,KBA13_VORB_1_2,1,share of cars with 1 or 2 preowner - PLZ8,5,[-1],very high
KBA13_VORB_2,KBA13_VORB_2,0,share of cars with 2 preowner - PLZ8,-1,[-1],unknown
,KBA13_VORB_2,1,share of cars with 2 preowner - PLZ8,0,[-1],none
,KBA13_VORB_2,1,share of cars with 2 preowner - PLZ8,1,[-1],very low
,KBA13_VORB_2,1,share of cars with 2 preowner - PLZ8,2,[-1],low
,KBA13_VORB_2,1,share of cars with 2 preowner - PLZ8,3,[-1],average
,KBA13_VORB_2,1,share of cars with 2 preowner - PLZ8,4,[-1],high
,KBA13_VORB_2,1,share of cars with 2 preowner - PLZ8,5,[-1],very high
KBA13_VORB_3,KBA13_VORB_3,0,share of cars with 3 or more preowner - PLZ8,-1,[-1],unknown
,KBA13_VORB_3,1,share of cars with 3 or more preowner - PLZ8,0,[-1],none
,KBA13_VORB_3,1,share of cars with 3 or more preowner - PLZ8,1,[-1],very low
,KBA13_VORB_3,1,share of cars with 3 or more preowner - PLZ8,2,[-1],low
,KBA13_VORB_3,1,share of cars with 3 or more preowner - PLZ8,3,[-1],average
,KBA13_VORB_3,1,share of cars with 3 or more preowner - PLZ8,4,[-1],high
,KBA13_VORB_3,1,share of cars with 3 or more preowner - PLZ8,5,[-1],very high
KBA13_VW,KBA13_VW,0,share of VOLKSWAGEN within the PLZ8,-1,[-1],unknown
,KBA13_VW,1,share of VOLKSWAGEN within the PLZ8,0,[-1],none
,KBA13_VW,1,share of VOLKSWAGEN within the PLZ8,1,[-1],very low
,KBA13_VW,1,share of VOLKSWAGEN within the PLZ8,2,[-1],low
,KBA13_VW,1,share of VOLKSWAGEN within the PLZ8,3,[-1],average
,KBA13_VW,1,share of VOLKSWAGEN within the PLZ8,4,[-1],high
,KBA13_VW,1,share of VOLKSWAGEN within the PLZ8,5,[-1],very high
KKK,KKK,0,purchasing power,"-1, 0","[-1,0]",unknown
,KKK,1,purchasing power,1,"[-1,0]",very high
,KKK,1,purchasing power,2,"[-1,0]",high
,KKK,1,purchasing power,3,"[-1,0]",average
,KKK,1,purchasing power,4,"[-1,0]",low
KONSUMNAEHE,KONSUMNAEHE,0,distance from a building to PoS (Point of Sale),1,"[-1,0]","building is located in a 125 x 125m-grid cell (RA1), which is a consumption cell"
,KONSUMNAEHE,1,distance from a building to PoS (Point of Sale),2,"[-1,0]","building is located in a 250 x 250m-grid cell, which includes at least one RA1-consumption cell"
,KONSUMNAEHE,1,distance from a building to PoS (Point of Sale),3,"[-1,0]","building is located in a 500 x 500m-grid cell, which includes at least one RA1-consumption cell"
,KONSUMNAEHE,1,distance from a building to PoS (Point of Sale),4,"[-1,0]","building is located in a 1 x 1km-grid cell, which includes at least one RA1-consumption cell"
,KONSUMNAEHE,1,distance from a building to PoS (Point of Sale),5,"[-1,0]","building is located in a 2 x 2km-grid cell, which includes at least one RA1-consumption cell"
,KONSUMNAEHE,1,distance from a building to PoS (Point of Sale),6,"[-1,0]","building is located in a 10 x 10km-grid cell, which includes at least one RA1-consumption cell"
,KONSUMNAEHE,1,distance from a building to PoS (Point of Sale),7,"[-1,0]",building is not located in a 10 x 10km-range to a a consumption cell
LP_FAMILIE_FEIN,LP_FAMILIE_FEIN,0,familytyp fine,1,[0],single
,LP_FAMILIE_FEIN,1,familytyp fine,2,[0],couple
,LP_FAMILIE_FEIN,1,familytyp fine,3,[0],young single parent
,LP_FAMILIE_FEIN,1,familytyp fine,4,[0],single parent with teenager
,LP_FAMILIE_FEIN,1,familytyp fine,5,[0],single parent with child of full age
,LP_FAMILIE_FEIN,1,familytyp fine,6,[0],young family
,LP_FAMILIE_FEIN,1,familytyp fine,7,[0],family with teenager
,LP_FAMILIE_FEIN,1,familytyp fine,8,[0],family with child of full age
,LP_FAMILIE_FEIN,1,familytyp fine,9,[0],shared flat
,LP_FAMILIE_FEIN,1,familytyp fine,10,[0],two-generational household
,LP_FAMILIE_FEIN,1,familytyp fine,11,[0],multi-generational household
LP_FAMILIE_GROB,LP_FAMILIE_GROB,0,familytyp rough,1,[0],single
,LP_FAMILIE_GROB,1,familytyp rough,2,[0],couple
,LP_FAMILIE_GROB,1,familytyp rough,3,[0],single parent
,LP_FAMILIE_GROB,1,familytyp rough,4,[0],
,LP_FAMILIE_GROB,1,familytyp rough,5,[0],
,LP_FAMILIE_GROB,1,familytyp rough,6,[0],family
,LP_FAMILIE_GROB,1,familytyp rough,7,[0],
,LP_FAMILIE_GROB,1,familytyp rough,8,[0],
,LP_FAMILIE_GROB,1,familytyp rough,9,[0],multiperson household
,LP_FAMILIE_GROB,1,familytyp rough,10,[0],
,LP_FAMILIE_GROB,1,familytyp rough,11,[0],
LP_LEBENSPHASE_FEIN,LP_LEBENSPHASE_FEIN,0,lifestage fine,1,[0],single low-income earners of younger age
,LP_LEBENSPHASE_FEIN,1,lifestage fine,2,[0],single low-income earners of middle age
,LP_LEBENSPHASE_FEIN,1,lifestage fine,3,[0],single average earners of younger age
,LP_LEBENSPHASE_FEIN,1,lifestage fine,4,[0],single average earners of middle age
,LP_LEBENSPHASE_FEIN,1,lifestage fine,5,[0],single low-income earners of advanced age
,LP_LEBENSPHASE_FEIN,1,lifestage fine,6,[0],single low-income earners at retirement age
,LP_LEBENSPHASE_FEIN,1,lifestage fine,7,[0],single average earners of advanced age
,LP_LEBENSPHASE_FEIN,1,lifestage fine,8,[0],single average earners at retirement age
,LP_LEBENSPHASE_FEIN,1,lifestage fine,9,[0],single independant persons
,LP_LEBENSPHASE_FEIN,1,lifestage fine,10,[0],wealthy single homeowners
,LP_LEBENSPHASE_FEIN,1,lifestage fine,11,[0],single homeowners of advanced age
,LP_LEBENSPHASE_FEIN,1,lifestage fine,12,[0],single homeowners at retirement age
,LP_LEBENSPHASE_FEIN,1,lifestage fine,13,[0],single top earners of higher age
,LP_LEBENSPHASE_FEIN,1,lifestage fine,14,[0],low-income- and average earner-couples of younger age
,LP_LEBENSPHASE_FEIN,1,lifestage fine,15,[0],low-income earner-couples of higher age
,LP_LEBENSPHASE_FEIN,1,lifestage fine,16,[0],average earner-couples of higher age
,LP_LEBENSPHASE_FEIN,1,lifestage fine,17,[0],independant couples
,LP_LEBENSPHASE_FEIN,1,lifestage fine,18,[0],wealthy homeowner-couples of younger age
,LP_LEBENSPHASE_FEIN,1,lifestage fine,19,[0],homeowner-couples of higher age
,LP_LEBENSPHASE_FEIN,1,lifestage fine,20,[0],top earner-couples of higher age
,LP_LEBENSPHASE_FEIN,1,lifestage fine,21,[0],single parent low-income earners
,LP_LEBENSPHASE_FEIN,1,lifestage fine,22,[0],single parent average earners
,LP_LEBENSPHASE_FEIN,1,lifestage fine,23,[0],single parent high-income earners
,LP_LEBENSPHASE_FEIN,1,lifestage fine,24,[0],low-income earner-families
,LP_LEBENSPHASE_FEIN,1,lifestage fine,25,[0],average earner-families
,LP_LEBENSPHASE_FEIN,1,lifestage fine,26,[0],independant families
,LP_LEBENSPHASE_FEIN,1,lifestage fine,27,[0],homeowner-families
,LP_LEBENSPHASE_FEIN,1,lifestage fine,28,[0],top earner-families
,LP_LEBENSPHASE_FEIN,1,lifestage fine,29,[0],low-income earners of younger age from mulitperson households
,LP_LEBENSPHASE_FEIN,1,lifestage fine,30,[0],average earners of younger age from mulitperson households
,LP_LEBENSPHASE_FEIN,1,lifestage fine,31,[0],low-income earners of higher age from mulitperson households
,LP_LEBENSPHASE_FEIN,1,lifestage fine,32,[0],average earners of higher age from mulitperson households
,LP_LEBENSPHASE_FEIN,1,lifestage fine,33,[0],independant persons of younger age from mulitperson households
,LP_LEBENSPHASE_FEIN,1,lifestage fine,34,[0],homeowners of younger age from mulitperson households
,LP_LEBENSPHASE_FEIN,1,lifestage fine,35,[0],top earners of younger age from mulitperson households
,LP_LEBENSPHASE_FEIN,1,lifestage fine,36,[0],independant persons of higher age from mulitperson households
,LP_LEBENSPHASE_FEIN,1,lifestage fine,37,[0],homeowners of advanced age from mulitperson households
